id,testGroup,storeLocType,storeAge,pop5mi,comp5mi,sumPre4_5,sumPost4_5,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18,wk19,wk20,wk21,wk22,wk23,wk24,wk25,wk26,wk27,wk28,wk29,wk30,wk31,wk32,wk33,wk34,wk35,wk36,wk37,wk38,wk39,wk40,wk41,wk42,wk43,wk44,wk45,wk46,wk47,wk48,wk49,wk50,wk51,wk52
312,7B,Suburban - Standalone,36,16000,0,184787,505727,12909.4,14356.8,13266.2,12384.4,11791.2,15499.6,11791.2,14937,12064,10615.4,13614,14691.6,14186.2,12680,9732,10087,11985,10829,10396,13427,13259,12682,15239,9593,10328,10659,13905,12052,11674,10318,14489,10538,12362,13329,13452,12959,13799,14896,12534,13184,13378,11342,10905,12945,14597,11860,14068,11208,14965,20623,22221,17228
313,Control,Suburban - Standalone,7,94000,36,364331.2,1040277,27350.6,23628.8,23580.6,30360.8,22311.4,37814,21567.6,24342.8,27249,25971.2,24852,26776.2,26644.2,21882,24590,23503,28561,31842,25562,20200,20913,26612,27369,20847,20747,23603,21790,28147,20343,27167,21238,23053,21172,30052,27559,26279,25301,22831,26065,31082,22521,26471,28739,30538,28353,28817,29547,32001,30162,38334,46845,29639
314,Control,Suburban - Standalone,35,6000,1,347311,1020476,21778.2,26411.6,21658,26767.6,21792.2,29148,22733.6,22176,27823.8,27539.6,30749,22474,23946.4,22313,23896,20270,28351,26427,20215,27886,21744,27313,21534,24545,26020,22492,23221,25715,20800,21184,25914,24575,21826,21532,22364,27074,25809,29420,25471,26797,29479,29426,21024,25956,28353,26436,28659,28936,24953,41612,44158,36776
315,Control,Suburban - Strip Mall,16,289000,7,277866,797504,17625.8,20412.6,15965.6,18508,16113.6,26777,22531.6,22632.2,20492,23241,19030,19423.4,16152.2,18961,17976,17620,20048,18834,15291,16979,19518,21089,21322,16247,19803,18275,18002,17759,18931,18581,21918,21574,20685,23644,21735,16859,19630,21710,17185,18693,19439,21305,23486,19836,17286,22053,29107,22806,18841,24157,33838,26481
316,Control,Suburban - Standalone,17,475000,71,476872.4,1355430,27115.4,33203.2,31541.4,38004,26731,48045.4,37015.6,35381.4,33828.6,30632.2,38930.2,35981.2,30899.8,29563,29846,28424,34889,40452,33527,36521,26472,31178,36122,35987,25506,36899,35817,34302,26004,36056,28415,38709,38576,33083,36915,29102,32914,38974,35904,40100,28861,30145,40467,38386,31255,35777,38144,28372,37805,50589,47925,37447
317,Control,Suburban - Standalone,24,172000,33,340016,952389,19469,22655.6,20892.8,25390.4,27297,30310.8,23115.8,20652.4,26106,24051.4,24880.8,31049,21956,22189,24025,18873,20307,24008,20518,26965,17958,18744,20818,25413,21978,24639,26146,25831,21680,24064,23794,19657,27088,29035,25336,24455,20066,20368,26249,19882,29119,26447,24732,21414,29305,27966,32573,20990,25909,32319,31867,29662
318,Control,Suburban - Standalone,3,10000,6,129483.4,358924,9670.8,6936,8405.2,10908.2,10126,11883.4,8167.4,9175.6,8591.6,9949.4,9866.8,10660.8,7462.2,7680,9191,8251,7932,8171,9028,8787,8612,7723,8048,7336,7805,8369,7252,7812,8894,7973,8550,8795,7708,9749,7267,9374,9314,9914,9131,8636,10575,9692,9411,9622,9002,11589,11081,11098,8347,13911,13985,13309
319,Control,Suburban - Standalone,27,9000,2,415689.4,1113808,28240.2,31819.8,27815.6,30022.4,27447.8,39593.6,27033.8,23891.6,33601.2,24044,34491.2,28182.4,31773.8,27732,31108,27934,23419,32193,22225,25149,24889,23836,31555,30049,21667,28335,28734,26981,23370,30134,22609,32223,27398,25294,25186,28010,28881,24039,28504,33664,27721,23964,27961,23683,34018,29634,41318,26689,35034,33340,42050,33278
320,Control,Urban - Standalone,18,470000,55,233351.8,651502,17153,14342.6,17306.2,15104,16043.4,16262,19273.8,17647.8,14854.6,17197,18592.6,17471.2,13845.6,18258,13946,13863,15752,14082,17337,16709,17909,16203,18594,12956,12502,18108,13239,17118,18438,14392,15074,15620,13268,16646,19786,14979,16452,18070,14654,15007,15946,14610,16535,17171,16517,16641,22302,17072,17610,22709,24857,20570
321,Control,Metropolitan - Strip Mall,33,700000,3,150833.6,435908,8942.8,9253.6,11255,10414.6,10239.8,12981.8,10102.6,11746.8,9157.2,9754.2,12607.6,12663.4,10410.2,11304,10075,10899,11109,10346,8189,10745,10950,11059,12699,9082,10993,9018,10451,11838,11126,9569,10100,10263,10502,12557,9114,11936,9571,8951,9749,12720,11220,11304,9025,9886,10383,13381,14197,10936,12697,17383,16025,14556
322,Control,Urban - Standalone,32,340000,23,348337.2,952702,23434.6,19461.8,19447.8,29711.2,27085.2,31322.8,26853.8,25932.2,26228,22535.8,22535.8,20907.2,25928,26953,22657,25823,25549,30198,23332,24854,20274,21731,22083,19843,17498,22274,22425,25438,23805,19737,21574,23848,26417,20075,20130,27616,27693,25100,20328,22177,25245,24939,26715,21848,27622,28598,29930,22012,22971,28945,38401,26044
323,8B,Metropolitan - Strip Mall,33,110000,24,462719.2,1279176,30561.4,30019,34053.4,33978,36906.8,40860.2,28824.2,36929.8,34074,36086.2,28207.8,31114.6,33102.8,28001,26768,31150,26873,34147,25035,34652,30379,31564,29806,24137,26768,26204,34185,29859,24567,32788,32207,36703,27383,32063,35952,34232,26901,29104,30330,32993,35416,28011,39054,37114,29907,38534,45408,32839,37116,48966,54553,37507
324,7A,Rural - Standalone,12,17000,39,319927,916903,22241.2,24152.2,20848.4,24670.4,23450.8,23318.6,20852.8,25556.4,20105.8,20051.2,24558,27571.6,22603.6,19946,17760,17367,19013,22616,17357,24370,16782,20020,18860,17579,20164,27606,21438,19726,22581,21873,20862,24186,21942,26335,21780,18750,24692,22752,26849,21519,26894,25100,27687,27888,27012,24862,26501,25428,29745,35197,38894,26970
325,Control,Urban - Standalone,36,143000,4,216916,644188,16519.6,15681,11889.4,14875.6,13767,19646.2,14842.6,12814.8,13213.8,16376.8,19160.6,16088.4,17463.2,14577,16854,17752,13462,15878,13589,14806,15590,16506,12722,12603,15370,13597,16457,12176,16828,14420,12923,15130,12725,18467,15956,13734,16611,17906,17362,17083,18214,16308,18443,15782,19314,16664,24242,16834,17113,20593,27547,22050
326,7A,Urban - Standalone,9,177000,12,264825,761719,18330.4,17719.2,15646.2,22299.6,19387,26879.8,21781.8,19583,15849.8,16927.6,18326,18814.8,17007.8,16272,19985,15694,14590,23783,17498,20092,20913,18455,21660,17349,16276,21668,19972,17232,16891,14992,16172,19874,16066,18636,18085,21975,19857,16421,17311,15704,16887,23112,20883,18828,22126,21354,25800,18340,23498,28034,24172,25262
327,Control,Suburban - Strip Mall,39,153000,22,471781.4,1260789,34580.4,27167,30510,36353.8,35866.6,34800.2,32480.8,32823,35048,36991,30466,37197,35231.6,32266,24938,30433,30342,38937,34669,34356,23747,27527,32644,26292,24326,28140,25208,24375,29559,26931,29049,29856,27377,31513,29696,36022,28599,37402,36635,33092,37493,29989,34950,28774,34622,30089,41467,36487,36071,37419,57277,42220
328,Control,Metropolitan - Strip Mall,22,263000,62,284468.6,839127,19944.6,18539,17014.2,19644.4,19629.4,23606.4,19724.8,21027.6,19292.8,21948.8,19771,25442,22346.6,16537,16525,17650,21961,24739,18970,20089,17303,22927,24472,19059,20095,25078,16919,19765,23014,17570,22903,22675,22666,17098,18379,22670,17823,24167,17386,17705,23112,18529,24762,20997,25480,23037,25900,23886,21233,26853,34736,24457
329,Control,Suburban - Strip Mall,37,366000,17,459749.6,1302756,25878.8,29007,31618.4,35338.4,31631.4,36903.6,34394,37955.2,34723.2,34499,39246,29129.2,25754.4,33671,35426,31582,36064,36670,27541,28384,33218,30809,26267,29840,26749,34781,30853,26915,34981,25551,26002,30073,27086,31627,35026,37141,34358,36979,31943,37924,33019,30288,27854,39407,28599,34903,40128,30036,35281,53524,54438,37818
330,8B,Urban - Strip Mall,38,6000,1,231350.2,652023,14664,16102.8,15266.6,15916.2,14599.6,20297.6,13756,16165,19034.8,18038,17215,15583.2,17445.4,17266,12878,15673,13723,18317,12114,17055,14022,12794,19254,15222,13341,16668,14379,15190,12294,17110,17306,13495,17068,17466,15055,18957,14333,15617,13516,16285,14219,20214,20022,13773,18180,19463,25653,16099,15851,23812,27047,21292
331,Control,Urban - Strip Mall,6,133000,7,406822.6,1221345,32929.6,28789.4,28284.4,33367.2,26167.6,33037,28375.6,24744.8,26398.2,34359,26866.8,33712.6,25555.4,24235,27770,27212,29602,28945,25977,25820,27018,31974,31132,31318,31354,32651,25508,26204,31052,27797,31405,27619,30573,25883,36556,24669,34814,28145,35266,34819,36690,31111,34324,26460,38712,33243,35275,33226,30966,48962,39860,37198
332,Control,Rural - Standalone,32,182000,19,268426.8,744317,15851.4,17031,16355.4,21081.2,18789.6,19710.8,20955.8,20624.4,19754.8,18412.2,19708.6,19601.4,20917.2,19633,18395,20476,17066,20057,18448,19520,17336,15135,21204,13937,15589,16489,17677,14420,13953,19759,16393,18771,17209,15076,15999,15368,20182,17564,22633,16660,22554,16677,21994,20947,19602,24361,25104,22098,19467,29029,26871,20664
333,7A,Suburban - Standalone,29,80000,51,450926,1332370,28388,26549.4,28552.8,32451.8,36611.4,37695.6,30241,36905.6,31949.2,36202.6,29257,31249.6,31450,33422,29256,31324,31113,37756,27091,30734,30794,33416,32843,27083,34683,38287,29950,31813,29066,27366,31455,33283,33350,35990,27270,32109,28173,34438,35484,35122,34403,27015,39520,38427,35456,44034,37494,40339,32092,53452,48006,39461
334,7B,Urban - Standalone,8,39000,35,273404,773258,21165.2,15693.2,15404.4,22842.2,22561.2,22112.8,23186.2,17100.2,17365.8,22018,16949.4,22159,19405.4,15441,17033,16680,16754,17529,20198,16388,18548,16248,20552,17915,19619,19191,16869,18120,15980,16953,15674,19615,20809,20975,18948,22246,23067,15596,22394,17426,22579,16716,17950,19568,17619,25652,27803,17961,25197,25822,34905,24718
335,Control,Urban - Standalone,20,342000,15,485995.2,1482963,33053.4,34341.2,34463.4,44351.8,32126,42135.4,32699.6,31047.2,34726.2,30251.6,44173.8,35012.4,29888.2,27725,40607,34888,37128,38678,29379,30257,29682,39228,35901,37469,32084,37718,34409,36135,29620,35334,37469,32115,34407,34174,38580,41612,34511,31960,36596,44157,43123,39797,36574,38054,46438,35913,39637,31283,49364,54253,61955,54749
336,Control,Suburban - Strip Mall,22,41000,57,286960.8,832554,20202,21678.6,19113.4,20635.2,17177.8,27414.6,20169.8,17494.2,17405.2,23496.2,18620.2,23566.8,23210.8,16776,15827,18241,21498,25917,20546,23505,22788,18671,17736,19305,16640,24533,16978,21171,22594,17072,18959,19556,19466,23569,24431,23228,18973,23661,19650,21747,19922,17728,22394,20491,18209,24301,30598,18258,20241,32835,29680,24859
337,8B,Suburban - Strip Mall,23,365000,24,504691.4,1441977,26978,34620.8,30041.8,38896.6,40705.8,43221.4,40095.4,29520.8,36354.8,30702.4,43956,40111.8,40244.8,29241,38457,30547,40860,45379,29622,31696,39473,34528,37766,26630,25818,40821,32251,30437,32165,30264,30535,40239,37372,33261,31812,32495,30915,31021,35779,32744,39653,41960,32943,40648,38766,36313,55120,40558,38836,50631,61768,52653
338,Control,Urban - Strip Mall,33,8000,9,135971.2,368063,7676.2,10011.8,7497,11181,10444,11653,10958,9461.4,9540.8,9644.8,11044.8,10599.6,8716.8,7542,9453,7865,8819,9885,8485,8397,8593,8263,8553,6658,6996,10191,7764,9293,8813,9772,8381,10001,8700,10641,9070,8362,8149,8291,11221,9062,9770,10248,7659,10519,9779,11407,13435,7734,10003,13111,16281,10897
339,Control,Suburban - Strip Mall,30,90000,63,178119,510822,13594.6,11144.2,10254,12106.6,10672.2,12564.6,10186.4,14580.4,14320.8,14391.6,15655.4,13361.8,13016.4,12270,10125,9722,11333,12985,11703,13630,10348,13255,10739,12626,9525,12450,9740,13396,13510,10775,14268,13075,12440,13304,13773,9948,10367,13333,13155,14289,13237,14768,13969,15189,14018,12076,18805,13747,16837,18720,18028,15344
340,Control,Suburban - Standalone,38,58000,2,203604.4,605582,12955,13070.8,13605,13300.4,15887.6,15918.8,12291,12680.4,15789,18318.4,12893.8,16111.8,17523.4,13259,15467,16520,12465,13016,12875,13374,14797,13745,17452,15081,11997,15583,11993,14525,13649,15096,17018,14833,17515,15003,14314,16193,14831,15825,12950,18691,14029,15630,16683,15473,17235,17424,16956,15469,14552,23724,21770,18570
341,Control,Suburban - Standalone,21,190000,4,193728.8,525477,11027.6,13031.2,13774.8,16309.8,12058.4,15351,14497,13134.2,12788,14799.2,14069.4,16194.2,14079,12615,13625,12619,14540,16652,10349,13379,10647,13834,10537,10233,11873,11054,13327,10817,14569,12946,12218,12959,10869,12952,15567,13388,11282,11266,12242,12925,15963,11153,11317,14924,14707,16508,14662,13625,15387,19473,24364,14110
342,Control,Suburban - Strip Mall,1,47000,15,450975,1295479,29005.2,35653.2,27809.8,28937.6,32888,42260.4,29121,27400,32009.4,30779.8,32591,37392.4,37112.2,28015,32499,28405,33911,39067,28593,34044,32552,26941,37141,25370,32349,38036,29290,24051,25841,32100,34553,29425,34357,35896,34374,26633,25277,27109,26531,32072,29964,33499,26994,32924,27773,35696,48036,27139,43803,52875,56256,46088
343,Control,Suburban - Standalone,16,7000,0,319629,920158,22673,18763.2,20763.2,27171.2,18831.8,23223,21552.2,24063.6,21382,22618.2,21855.8,25541.4,26417.4,24773,22781,22763,17368,28487,24006,25812,23749,18137,24068,18844,23978,27874,23751,18346,25178,24773,18746,20827,21240,23150,21517,19465,21059,26325,27214,27092,23412,22392,19557,18946,24794,22070,26806,22598,28217,27092,29038,33913
344,7A,Rural - Strip Mall,20,57000,3,372258.4,989980,19059,25808.2,23698.8,30983.6,21047.2,29745.6,29686.6,21410,30774.4,27887.8,29766.8,28647,30971.4,22772,25266,22529,27861,27283,18911,19306,24085,24383,28065,20497,22849,21070,21524,21242,23205,20220,23077,29020,26278,27371,29883,24016,23949,22531,28532,26827,23722,23697,29335,25336,28297,30156,34453,25794,24093,30580,32760,29205
345,8A,Suburban - Strip Mall,27,28000,2,255006.6,721246,14908,14523.2,18862.2,17621.8,17019.2,20390.6,15654.8,21239.4,15375.4,18769.8,23182.4,17996.8,19358,20105,17768,14474,17104,16667,14729,15910,15265,17270,19412,16854,17692,15341,20514,16562,16541,14668,18674,19103,17175,16306,20756,20303,15439,17705,19214,16302,15995,18923,16811,20790,21851,21250,21155,16060,17200,27022,28612,27724
346,Control,Urban - Strip Mall,31,39000,71,319856.4,922939,17827.8,25480.4,17913.6,21172.6,23247.6,26838.2,26126.6,19248,21870.4,24425.2,26655.8,23565.4,26391.8,19093,17284,20162,20464,27597,23915,20186,23637,21553,22656,16713,19093,21399,24439,19955,22450,22961,20919,25553,25073,22171,27259,18890,26612,21144,27257,19261,19928,21987,20095,26713,27067,29120,32229,18909,30665,38178,29482,30870
347,Control,Suburban - Standalone,25,159000,4,281890,818857,16773,22048.4,18368.6,23382.4,21264.6,25698.4,20939.8,19198.4,18602.2,19162,21333.2,20853,18122,16144,18453,20465,19480,24641,18252,20232,20382,20114,16493,17259,19780,20318,15519,16291,22151,21848,21377,15929,18254,19156,16956,23321,22726,19458,20629,23588,23602,24032,19237,19823,24244,23871,29323,23302,18555,26852,28561,28239
348,Control,Suburban - Strip Mall,34,287000,7,408207.6,1132284,26131,21732.4,31127.6,30913.4,24043.2,40541.2,33988.2,26155.8,28569.2,29338.8,31440.6,30688.2,25982,27556,31474,26423,27888,24156,22017,32282,22736,24520,24126,29219,26215,27561,26587,28129,26689,24268,28796,23304,32111,24138,30197,26703,31290,22661,29869,25632,33643,26142,32826,28131,34973,32912,35797,33911,31367,45299,38277,32459
349,Control,Suburban - Standalone,3,21000,1,466184.8,1364348,32044.6,33780.6,32580.8,37226.8,36876.2,40131.6,37942,26370.2,31760.4,32612.8,31556.8,35343,32081,25878,32408,31276,27786,33934,28955,26466,30162,31270,31965,29307,34057,33691,32717,32088,29834,32449,34701,33634,32632,31911,39119,32380,37902,32133,37455,37316,39543,39152,37934,34073,35383,39415,46124,40570,37149,52400,47620,41559
350,Control,Rural - Standalone,41,11000,2,457330.8,1243916,27431.2,30840.8,31883.8,26730.6,32399.8,41910.8,27083.6,33359,36875.8,37166.6,36848,37188,32120.8,25492,25273,28703,31858,36534,28763,25356,23596,25042,24893,26886,30915,37348,32019,25115,24946,24035,26689,27446,33570,33329,31400,29982,30068,31512,28356,35785,37442,36934,33635,35402,35129,29257,44677,28483,41055,43585,54636,38770
351,7A,Suburban - Strip Mall,17,313000,9,354139,1052360,28359.6,25331.8,19870.8,22181.8,23309.4,38184.2,21641.8,28179.2,25592.4,22116,28693.6,24275.4,26307,20096,22607,25532,27937,28298,19953,24703,25061,23128,26264,26040,25325,21449,26087,23490,23780,26451,23925,26148,27479,21906,22867,20669,26529,27336,29207,31533,31911,29017,31145,31212,28141,28536,35626,24935,32966,35106,39705,30260
352,Control,Suburban - Standalone,19,7000,1,361413.2,1031827,22695.2,23493.4,28385,27071.6,28144,28035.8,24399.8,24376.2,22161.6,29719,27776.6,25290,25607,24258,25957,20720,20083,30941,27552,26096,23507,19889,23909,24371,27341,26370,25875,24517,22652,22551,29120,21065,29944,26797,27663,20935,27829,29832,22963,24172,26359,23033,22665,31596,25310,35614,33546,24776,30323,37306,34219,30171
353,7A,Suburban - Standalone,1,33000,5,353574.6,978813,20722.4,24015.4,21922.2,27221.4,23910.4,30005.2,27502,22619.6,25774.2,28010,25668.4,25256.2,28344.2,22603,25638,20911,26608,26127,26295,25107,18958,21152,20943,19279,19368,28199,25901,20865,27367,23103,21224,25680,27401,25739,25408,25856,21793,24618,29270,25941,23658,20932,22187,20409,21640,28209,37018,29204,23539,34399,38889,27375
354,Control,Suburban - Standalone,31,105000,28,423160.2,1174113,26548,29791.4,23907.4,34088.6,28556.2,41444.8,27671.6,33457,34044.6,24434.8,30576.2,29682,31905.6,27052,28447,31712,23544,25945,24009,25878,24342,30118,26926,24837,27739,26427,24221,28166,30231,32595,27389,27547,27417,25313,24767,31731,33483,26869,27169,31812,26983,27272,34847,29433,27165,31855,40896,26862,41293,46179,53513,42129
355,Control,Suburban - Standalone,23,50000,11,269056.6,768922,15534.6,18255,19150.6,20286.6,18484.6,19695.6,16545,18713,22558.8,22052.4,16356.2,24652.8,22184.4,14587,17448,16310,15208,22674,20242,16448,17418,20493,19418,17797,18785,17460,16347,20013,21110,15119,16450,16961,21741,19918,18676,15794,18233,15502,21010,18491,16105,16612,23513,22522,21065,18078,26975,22964,24825,26802,34605,25203
356,Control,Metropolitan - Standalone,18,137000,54,222820.8,640889,11648.8,15169.4,14748.8,18801.6,13895.8,22516.4,13800.2,15504.2,16762.8,17875.6,13541.6,17984,13967.6,16604,14552,14418,17943,14780,14668,12606,14312,17180,17054,11786,11626,17209,15937,16041,13049,14520,17095,15647,18107,19023,14991,15790,13722,14677,17675,16212,15124,19259,18757,13794,17578,17213,20073,15643,16686,27371,21328,20839
357,8B,Suburban - Standalone,16,8000,65,269845,744231,20761.6,17294,19833.2,16138.6,17886.6,27390.2,19715.4,20396.2,18270.6,15658.6,16535.8,17359.6,22927.6,19677,14755,15781,16973,22841,19681,17839,15718,15621,20774,17665,17770,16413,18361,16495,20183,15709,15210,19398,19607,18355,16550,17489,19372,15407,18552,18209,21609,20367,18069,21931,19822,24074,21158,22803,19683,29075,24885,20350
358,Control,Suburban - Strip Mall,38,19000,2,336342.8,900925,24599.2,24330.2,20219.2,24121,23681.2,31456.6,23584.8,21034.4,24975.6,23571.8,21780.8,25344.6,26538.4,21105,17304,21301,23035,25535,21785,21260,23674,19622,21095,20935,17187,22713,25241,21624,17118,18181,19428,17767,22986,25000,21641,20593,25812,19658,19813,22713,26564,19189,19637,25107,24854,25206,27616,27276,25723,31938,42263,31426
359,Control,Urban - Strip Mall,21,230000,12,441555.4,1249697,29660.6,32772,32496.6,27121.6,30869,36942.8,30905.4,35089,27342.6,28649.6,27199,36862.4,35057.8,30587,23313,34679,29085,35145,25629,27143,31588,30692,32685,24310,22366,29868,24819,29354,33683,24166,25078,33474,34385,36745,32373,34416,31566,31398,37027,37509,34650,34073,26763,33573,38098,29344,39127,37007,35459,45878,41391,31251
360,Control,Suburban - Strip Mall,2,140000,13,217821,636380,13521.2,13535,15663,18879.4,17367,15881.6,16065.2,14147.4,16640,14095,14086.4,15528.8,18608,13803,13393,17414,13544,16409,12062,17607,12072,12716,16609,16600,15175,17497,12873,16450,13663,16722,14356,14234,19075,15596,14568,13187,19238,16189,13833,15689,18482,19769,18883,13595,16538,20281,17977,20020,16465,22766,23977,17053
361,Control,Suburban - Standalone,5,138000,25,326689,955460,23023.8,24331.2,20065.6,26626.6,21067.4,28717,22440.2,19192.6,23863.6,21090,27767.8,21540.4,23290.8,23672,22182,23088,19850,24316,20546,23827,23324,20601,23502,19003,21069,27150,25119,21235,19037,20697,24966,24332,23154,22609,23103,20266,20395,23355,22833,19675,27470,25620,25696,28104,27020,22484,35920,23116,25624,40879,36690,33931
